"St","Name","Version","Arch","Description","Licenses"
"ii","openprinting-ppds","20200401-1","all","OpenPrinting printer support - PostScript PPD files","BSD~unspecified Expat FSFUL GPL-2 GPL-2+ GPL-2.0+OKI"
"ii","openssh-client","1:8.2p1-4ubuntu0.1","amd64","secure shell (SSH) client, for secure access to remote machines","BSD-2-clause BSD-3-clause Beer-ware Expat-with-advertising-restriction Mazieres-BSD-style OpenSSH Powell-BSD-style public-domain"
"ii","openssh-server","1:8.2p1-4ubuntu0.1","amd64","secure shell (SSH) server, for secure access from remote machines","BSD-2-clause BSD-3-clause Beer-ware Expat-with-advertising-restriction Mazieres-BSD-style OpenSSH Powell-BSD-style public-domain"
"ii","openssh-sftp-server","1:8.2p1-4ubuntu0.1","amd64","secure shell (SSH) sftp server module, for SFTP access from remote machines","BSD-2-clause BSD-3-clause Beer-ware Expat-with-advertising-restriction Mazieres-BSD-style OpenSSH Powell-BSD-style public-domain"
"ii","openssl","1.1.1f-1ubuntu2.1","amd64","Secure Sockets Layer toolkit - cryptographic utility","BSD-style"
"ii","openvpn","2.4.7-1ubuntu2","amd64","virtual private network daemon","BSD-2 BSD-3 GPL-2 GPL-2 with OpenSSL exception GPL-2+ GPL-3+ MIT other"
"ii","orca","3.36.2-1ubuntu1~20.04.1","all","Scriptable screen reader","LGPL-2.1+"
"ii","os-prober","1.74ubuntu2","amd64","utility to detect other OSes on a set of drives","GPL-2"
"ii","p11-kit","0.23.20-1ubuntu0.1","amd64","p11-glue utilities","BSD-3-Clause ISC ISC+IBM permissive-like-automake-output same-as-rest-of-p11kit"
"ii","p11-kit-modules:amd64","0.23.20-1ubuntu0.1","amd64","p11-glue proxy and trust modules","BSD-3-Clause ISC ISC+IBM permissive-like-automake-output same-as-rest-of-p11kit"
"ii","p7zip","16.02+dfsg-7build1","amd64","7zr file archiver with high compression ratio","GPL-2+ LGPL-2.1+"
"ii","p7zip-full","16.02+dfsg-7build1","amd64","7z and 7za file archivers with high compression ratio","GPL-2+ LGPL-2.1+"
"ii","packagekit","1.1.13-2ubuntu1.1","amd64","Provides a package management service","GPL-2+ LGPL-2.1+"
"ii","packagekit-tools","1.1.13-2ubuntu1.1","amd64","Provides PackageKit command-line tools","GPL-2+ LGPL-2.1+"
"ii","pango1.0-tools","1.44.7-2ubuntu4","amd64","Development utilities for Pango","Chromium-BSD-style Example ICU LGPL-2+ TCL Unicode"
"ii","parted","3.3-4ubuntu0.20.04.1","amd64","disk partition manipulator","GPL-3"
"ii","passwd","1:4.8.1-1ubuntu5.20.04","amd64","change and administer password and group data","GPL-2"
"ii","patch","2.7.6-6","amd64","Apply a diff file to an original","GPL"
"ii","patchutils","0.3.4-2","amd64","Utilities to work with patches","GPL"
"ii","pci.ids","0.0~2020.03.20-1","all","PCI ID Repository","BSD-3-clause GPL-2+ GPL-2+ or BSD-3-clause"
"ii","pciutils","1:3.6.4-1","amd64","PCI utilities","GPL-2+"
"ii","pcmciautils","018-11","amd64","PCMCIA utilities for Linux 2.6","GPL-2"
"ii","perl","5.30.0-9ubuntu0.2","amd64","Larry Wall's Practical Extraction and Report Language","Artistic Artistic or GPL-1+ or Artistic-dist Artistic-2 Artistic-dist BSD-3-clause BSD-3-clause-GENERIC BSD-3-clause-with-weird-numbering BSD-4-clause-POWERDOG BZIP CC0-1.0 DONT-CHANGE-THE-GPL Expat Expat or GPL-1+ or Artistic GPL-1+ GPL-1+ or Artistic GPL-1+ or Artistic or Artistic-dist GPL-1+ or Artistic, GPL-2+ GPL-2+ or Artistic GPL-3+-WITH-BISON-EXCEPTION HSIEH-BSD HSIEH-DERIVATIVE LGPL-2.1 REGCOMP REGCOMP, RRA-KEEP-THIS-NOTICE SDBM-PUBLIC-DOMAIN TEXT-TABS Unicode ZLIB"
"ii","perl-base","5.30.0-9ubuntu0.2","amd64","minimal Perl system","Artistic Artistic or GPL-1+ or Artistic-dist Artistic-2 Artistic-dist BSD-3-clause BSD-3-clause-GENERIC BSD-3-clause-with-weird-numbering BSD-4-clause-POWERDOG BZIP CC0-1.0 DONT-CHANGE-THE-GPL Expat Expat or GPL-1+ or Artistic GPL-1+ GPL-1+ or Artistic GPL-1+ or Artistic or Artistic-dist GPL-1+ or Artistic, GPL-2+ GPL-2+ or Artistic GPL-3+-WITH-BISON-EXCEPTION HSIEH-BSD HSIEH-DERIVATIVE LGPL-2.1 REGCOMP REGCOMP, RRA-KEEP-THIS-NOTICE SDBM-PUBLIC-DOMAIN TEXT-TABS Unicode ZLIB"
"ii","perl-modules-5.30","5.30.0-9ubuntu0.2","all","Core Perl modules","Artistic Artistic or GPL-1+ or Artistic-dist Artistic-2 Artistic-dist BSD-3-clause BSD-3-clause-GENERIC BSD-3-clause-with-weird-numbering BSD-4-clause-POWERDOG BZIP CC0-1.0 DONT-CHANGE-THE-GPL Expat Expat or GPL-1+ or Artistic GPL-1+ GPL-1+ or Artistic GPL-1+ or Artistic or Artistic-dist GPL-1+ or Artistic, GPL-2+ GPL-2+ or Artistic GPL-3+-WITH-BISON-EXCEPTION HSIEH-BSD HSIEH-DERIVATIVE LGPL-2.1 REGCOMP REGCOMP, RRA-KEEP-THIS-NOTICE SDBM-PUBLIC-DOMAIN TEXT-TABS Unicode ZLIB"
"ii","perl-openssl-defaults:amd64","4","amd64","version compatibility baseline for Perl OpenSSL packages","Artistic Artistic or GPL-1+ GPL-1+"
"ii","perl-tk","1:804.033-2build3","amd64","Perl module providing the Tk graphics library","Artistic GPL-2"
"ii","phonon4qt5:amd64","4:4.11.1-3build1","amd64","multimedia framework from KDE using Qt 5 - metapackage","BSD-3-clause GPL-2+3+KDEeV GPL-3 GPL-3 or LGPL-2.1 LGPL-2 LGPL-2+ LGPL-2+3 LGPL-2.1 LGPL-2.1+3+KDEeV"
"ii","phonon4qt5-backend-vlc:amd64","0.11.1-1build1","amd64","Phonon4Qt5 VLC backend","LGPL-2"
"ii","pinentry-curses","1.1.0-3build1","amd64","curses-based PIN or pass-phrase entry dialog for GnuPG","GPL-2 GPL-2+ LGPL-3+ LGPL-3+ or GPL-2+ X11"
"ii","pinentry-gnome3","1.1.0-3build1","amd64","GNOME 3 PIN or pass-phrase entry dialog for GnuPG","GPL-2 GPL-2+ LGPL-3+ LGPL-3+ or GPL-2+ X11"
"ii","pix","2.4.11+ulyana","amd64","image viewer and browser","GFDL-1.1+ GPL-2+ GPL-2+ or LGPL-2+ GPL-3+ LGPL-2+ libjpeg"
"ii","pix-data","2.4.11+ulyana","all","image viewer and browser - arch-independent files","GFDL-1.1+ GPL-2+ GPL-2+ or LGPL-2+ GPL-3+ LGPL-2+ libjpeg"
"ii","pix-dbg","2.4.11+ulyana","amd64","image viewer and browser - debugging symbols","GFDL-1.1+ GPL-2+ GPL-2+ or LGPL-2+ GPL-3+ LGPL-2+ libjpeg"
"ii","pkg-config","0.29.1-0ubuntu4","amd64","manage compile and link flags for libraries","GPL"
"ii","plank","0.11.89-1","amd64","Elegant, simple, clean dock","GPL-3+ LGPL-2"
"ii","plasma-framework","5.68.0-0ubuntu1","amd64","Plasma Runtime components","BSD-2-clause BSD-3-clause GPL-2+ GPL-2+3+KDEeV GPL-2-QTexception-1 GPL-3_or_LGPL-2.1-QTexception-1.1 LGPL-2 LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","plymouth","0.9.4git20200323-0ubuntu6.2","amd64","boot animation, logger and I/O multiplexer","GPL-2+ other"
"ii","plymouth-label","0.9.4git20200323-0ubuntu6.2","amd64","boot animation, logger and I/O multiplexer - label control","GPL-2+ other"
"ii","plymouth-theme-hamonikr","1.1.2","all","hamonikr plymouth theme","See project repository"
"ii","plymouth-theme-ubuntu-text","0.9.4git20200323-0ubuntu6.2","amd64","boot animation, logger and I/O multiplexer - ubuntu text theme","GPL-2+ other"
"ii","pm-utils","1.4.1-19","all","utilities and scripts for power management","GPL-2"
"ii","po-debconf","1.0.21","all","tool for managing templates file translations with gettext","GPL-2 GPL-2 or GPL-2+ GPL-2+"
"ii","policykit-1","0.105-26ubuntu1","amd64","framework for managing administrative policies and privileges","Apache-2.0 LGPL-2.0+"
"ii","policykit-1-gnome","0.105-7ubuntu2","amd64","authentication agent for PolicyKit","LGPL-2.0"
"ii","policykit-desktop-privileges","0.21","all","run common desktop actions without password","GPL-2+"
"ii","poppler-data","0.4.9-2","all","encoding data for the poppler PDF rendering library","AGPL-3+ BSD-3-cluase GPL-2 MIT"
"ii","poppler-utils","0.86.1-0ubuntu1","amd64","PDF utilities (based on Poppler)","Apache-2.0 GPL-2"
"ii","postgresql","12+214ubuntu0.1","all","object-relational SQL database (supported version)","GPL-2+"
"ii","postgresql-12","12.5-0ubuntu0.20.04.1","amd64","object-relational SQL database, version 12 server","BSD-2-clause BSD-3-Clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex PostgreSQL Tcl blf double-metaphone imath nagaysau-ishii rijndael"
"ii","postgresql-client","12+214ubuntu0.1","all","front-end programs for PostgreSQL (supported version)","GPL-2+"
"ii","postgresql-client-12","12.5-0ubuntu0.20.04.1","amd64","front-end programs for PostgreSQL 12","BSD-2-clause BSD-3-Clause BSD-3-clause Custom-Unicode Custom-pg_dump Custom-regex PostgreSQL Tcl blf double-metaphone imath nagaysau-ishii rijndael"
"ii","postgresql-client-common","214ubuntu0.1","all","manager for multiple PostgreSQL client versions","GPL-2+"
"ii","postgresql-common","214ubuntu0.1","all","PostgreSQL database-cluster manager","GPL-2+"
"ii","powermgmt-base","1.36","all","common utils for power management","GPL-2+"
"ii","ppp","2.4.7-2+4.1ubuntu5.1","amd64","Point-to-Point Protocol (PPP) - daemon","GPL-2"
"ii","pppconfig","2.3.24","all","Text menu based utility for configuring ppp","GPL-2"
"ii","pppoeconf","1.21ubuntu1","all","configures PPPoE/ADSL connections","GPL GPL-2"
"ii","pptp-linux","1.10.0-1build1","amd64","Point-to-Point Tunneling Protocol (PPTP) Client","GPL-2.0+"
"ii","printer-driver-brlaser","6-1build1","amd64","printer driver for (some) Brother laser printers","BSL-1 GPL-2+"
"ii","printer-driver-c2esp","27-6","amd64","printer driver for Kodak ESP AiO color inkjet Series","GPL-2+"
"ii","printer-driver-foo2zjs","20171202dfsg0-4","amd64","printer driver for ZjStream-based printers","GPL-2 with CUPS exceptions GPL-2+ MIT"
"ii","printer-driver-foo2zjs-common","20171202dfsg0-4","all","printer driver for ZjStream-based printers - common files","GPL-2 with CUPS exceptions GPL-2+ MIT"
"ii","printer-driver-gutenprint","5.3.3-4","amd64","printer drivers for CUPS","Expat FSFAP FSFUL GPL GPL-2 GPL-2+ GPL-3+ LGPL-2+ public-domain"
"ii","printer-driver-hpcups","3.20.3+dfsg0-2","amd64","HP Linux Printing and Imaging - CUPS Raster driver (hpcups)","BSD-2-clause BSD-3-clause Expat FSFUL GPL-2 GPL-2+ public-domain"
"ii","printer-driver-m2300w","0.51-14","amd64","printer driver for Minolta magicolor 2300W/2400W color laser printers","GPL-2"
"ii","printer-driver-min12xxw","0.0.9-11","amd64","printer driver for KonicaMinolta PagePro 1[234]xxW","GPL"
"ii","printer-driver-pnm2ppa","1.13+nondbs-0ubuntu6","amd64","printer driver for HP-GDI printers","GPL-2"
"ii","printer-driver-postscript-hp","3.20.3+dfsg0-2","amd64","HP Printers PostScript Descriptions","BSD-2-clause BSD-3-clause Expat FSFUL GPL-2 GPL-2+ public-domain"
"ii","printer-driver-ptouch","1.4.2-3","amd64","printer driver Brother P-touch label printers","GPL-2+"
"ii","printer-driver-pxljr","1.4+repack0-5","amd64","printer driver for HP Color LaserJet 35xx/36xx","GPL-2+ LibJPEG"
"ii","printer-driver-sag-gdi","0.1-7","all","printer driver for Ricoh Aficio SP 1000s/SP 1100s","GPL"
"ii","printer-driver-splix","2.0.0+svn315-7fakesync1build1","amd64","Driver for Samsung and Xerox SPL2 and SPLc laser printers","GPL-2"
"ii","procps","2:3.3.16-1ubuntu2","amd64","/proc file system utilities","GPL-2.0+ LGPL-2.0+ LGPL-2.1+"
"ii","psmisc","23.3-1","amd64","utilities that use the proc file system","GPL-2+"
"ii","publicsuffix","20200303.0012-1","all","accurate, machine-readable list of domain name suffixes","CC0 MPL-2.0"
"ii","pulseaudio","1:13.99.1-1ubuntu3.8","amd64","PulseAudio sound server","GPL-2 LGPL-2 LGPL-2.1"
"ii","pulseaudio-module-bluetooth","1:13.99.1-1ubuntu3.8","amd64","Bluetooth module for PulseAudio sound server","GPL-2 LGPL-2 LGPL-2.1"
"ii","pulseaudio-utils","1:13.99.1-1ubuntu3.8","amd64","Command line tools for the PulseAudio sound server","GPL-2 LGPL-2 LGPL-2.1"
"ii","pydf","12+nmu1","all","colourised df(1)-clone","Public domain"
"ii","python-apt-common","2.0.0ubuntu0.20.04.3","all","Python interface to libapt-pkg (locales)","GPL-2+ Permissive"
"ii","python-bluez","0.22+really0.22-1build2","amd64","Python 2 wrappers around BlueZ for rapid bluetooth development","GPL-2+"
"ii","python-cairo:amd64","1.16.2-2ubuntu2","amd64","Python bindings for the Cairo vector graphics library","LGPL-2.1"
"ii","python-crypto","2.6.1-13ubuntu2","amd64","cryptographic algorithms and protocols for Python","BSD-3-clause public-domain"
"ii","python-dev-is-python2","2.7.17-4","all","symlinks /usr/bin/python-config to the DEPRECATED python2-config","GPL-3.0"
"ii","python-gi","3.36.0-1","amd64","Python 2.x bindings for gobject-introspection libraries","Expat LGPL-2.1+"
"ii","python-gobject-2","2.28.6-14ubuntu1","amd64","deprecated static Python bindings for the GObject library","Expat LGPL-2.1+"
"ii","python-is-python2","2.7.17-4","all","symlinks /usr/bin/python to the DEPRECATED python2","GPL-3.0"
"ii","python-olefile","0.46-2","all","Python module to read/write MS OLE2 files","BSD-3-clause"
"ii","python-pil:amd64","6.2.1-3","amd64","Python Imaging Library (Pillow fork)","See project repository"
"ii","python-pip-whl","20.0.2-5ubuntu1.1","all","Python package installer","Expat public-domain"
"ii","python-pycryptodome","3.6.1-2build4","amd64","cryptographic Python library (Python 2)","BSD-2-clause public-domain"
"ii","python-simplejson","3.16.0-2ubuntu2","amd64","simple, fast, extensible JSON encoder/decoder for Python 2.x","MIT"
"ii","python-tinycss2-common","1.0.2-1","all","Low-level CSS parser (test data)","BSD-3-clause CC0"
"ii","python-xdg","0.26-1ubuntu1","all","Python 2 library to access freedesktop.org standards","LGPL-2"
"ii","python2","2.7.17-2ubuntu4","amd64","interactive high-level object-oriented language (Python2 version)","GPL-compatible GPL-compatible licenses"
"ii","python2-dev","2.7.17-2ubuntu4","amd64","header files and a static library for Python2","GPL-compatible GPL-compatible licenses"
"ii","python2-minimal","2.7.17-2ubuntu4","amd64","minimal subset of the Python2 language","GPL-compatible GPL-compatible licenses"
"ii","python2.7","2.7.18-1~20.04","amd64","Interactive high-level object-oriented language (version 2.7)","Apache-2.0 GPL-2"
"ii","python2.7-dev","2.7.18-1~20.04","amd64","Header files and a static library for Python (v2.7)","Apache-2.0 GPL-2"
"ii","python2.7-minimal","2.7.18-1~20.04","amd64","Minimal subset of the Python language (version 2.7)","Apache-2.0 GPL-2"
"ii","python3","3.8.2-0ubuntu2","amd64","interactive high-level object-oriented language (default python3 version)","GPL-compatible GPL-compatible licenses"
"ii","python3-appdirs","1.4.3-2.1","all","determining appropriate platform-specific directories (Python 3)","Expat"
"ii","python3-apport","2.20.11-0ubuntu27.14","all","Python 3 library for Apport crash report handling","GPL-2+"
"ii","python3-apt","2.0.0ubuntu0.20.04.3","amd64","Python 3 interface to libapt-pkg","GPL-2+ Permissive"
"ii","python3-aptdaemon","1.1.1+bzr982-0ubuntu32.3","all","Python 3 module for the server and client of aptdaemon","GPL-2"
"ii","python3-aptdaemon.gtk3widgets","1.1.1+bzr982-0ubuntu32.3","all","Python 3 GTK+ 3 widgets to run an aptdaemon client","GPL-2"
"ii","python3-blinker","1.4+dfsg1-0.3ubuntu1","all","fast, simple object-to-object and broadcast signaling library","BSD BSD3 Expat"
"ii","python3-brlapi:amd64","6.0+dfsg-4ubuntu6","amd64","Braille display access via BRLTTY - Python3 bindings","LGPL-2.1"
"ii","python3-bs4","4.8.2-1","all","error-tolerant HTML parser for Python 3","Expat public-domain"
"ii","python3-cachetools","4.0.0-1","all","extensible memoizing collections and decorators for Python 3","Expat"
"ii","python3-cairo:amd64","1.16.2-2ubuntu2","amd64","Python3 bindings for the Cairo vector graphics library","LGPL-2.1"
"ii","python3-certifi","2019.11.28-1","all","root certificates for validating SSL certs and verifying TLS hosts (python3)","GPL-2 MPL-2"
"ii","python3-cffi-backend","1.14.0-1build1","amd64","Foreign Function Interface for Python 3 calling C code - runtime","Expat"
"ii","python3-chardet","3.0.4-4build1","all","universal character encoding detector for Python3","LGPL-2.1+"
"ii","python3-click","7.0-3","all","Wrapper around optparse for command line utilities - Python 3.x","BSD-3-clause"
"ii","python3-colorama","0.4.3-1build1","all","Cross-platform colored terminal text in Python - Python 3.x","BSD-3 GPL-2+"
"ii","python3-commandnotfound","20.04.4","all","Python 3 bindings for command-not-found.","GPL"
"ii","python3-configobj","5.0.6-4","all","simple but powerful config file reader and writer for Python 3","BSD-3-clause"
"ii","python3-crypto","2.6.1-13ubuntu2","amd64","cryptographic algorithms and protocols for Python 3","BSD-3-clause public-domain"
"ii","python3-cryptography","2.8-3ubuntu0.1","amd64","Python library exposing cryptographic recipes and primitives (Python 3)","Apache Expat"
"ii","python3-cups","1.9.73-3build1","amd64","Python3 bindings for CUPS","GPL-2+"
"ii","python3-cupshelpers","1.5.12-0ubuntu1.1","all","Python utility modules around the CUPS printing system","GPL-2+"
"ii","python3-dateutil","2.7.3-3ubuntu1","all","powerful extensions to the standard Python 3 datetime module","GPL-compatible GPL-compatible licenses"
"ii","python3-dbus","1.2.16-1build1","amd64","simple interprocess messaging system (Python 3 interface)","AFL-2.1 Expat GPL-2+ GPL-2+ or AFL-2.1"
"ii","python3-debconf","1.5.73","all","interact with debconf from Python 3","BSD-2-clause"
"ii","python3-debian","0.1.36ubuntu1","all","Python 3 modules to work with Debian-related data formats","GPL-2+ GPL-3+"
"ii","python3-defer","1.0.6-2.1","all","Small framework for asynchronous programming (Python 3)","GPL-2"
"ii","python3-dev","3.8.2-0ubuntu2","amd64","header files and a static library for Python (default)","GPL-compatible GPL-compatible licenses"
"ii","python3-distlib","0.3.0-1","all","low-level components of python distutils2/packaging","BSD-3-clause Python"
"ii","python3-distro","1.4.0-1","all","Linux OS platform information API","Apache-2.0"
"ii","python3-distro-info","0.23ubuntu1","all","information about distributions' releases (Python 3 module)","ISC"
"ii","python3-distupgrade","1:20.04.29","all","manage release upgrades","Expat GPL-2+"
"ii","python3-distutils","3.8.5-1~20.04.1","all","distutils package for Python 3.x","GPL-compatible GPL-compatible licenses"
"ii","python3-dnspython","1.16.0-1build1","all","DNS toolkit for Python 3","See project repository"
"ii","python3-entrypoints","0.3-2ubuntu1","all","Discover and load entry points from installed packages (Python 3)","Expat"
"ii","python3-evdev","1.3.0+dfsg-1build1","amd64","Python 3 bindings for the Linux input subsystem","BSD-3"
"ii","python3-fasteners","0.14.1-2","all","provides useful locks - Python 3.x","Apache-2.0"
"ii","python3-filelock","3.0.12-2","all","platform independent file locking module","public-domain"
"ii","python3-gdbm:amd64","3.8.5-1~20.04.1","amd64","GNU dbm database support for Python 3.x","GPL-compatible GPL-compatible licenses"
"ii","python3-gi","3.36.0-1","amd64","Python 3 bindings for gobject-introspection libraries","Expat LGPL-2.1+"
"ii","python3-gi-cairo","3.36.0-1","amd64","Python 3 Cairo bindings for the GObject library","Expat LGPL-2.1+"
"ii","python3-google-auth","1.5.1-2","all","Google Authentication Library - Python 3.x","Apache-2"
"ii","python3-google-auth-httplib2","0.0.3-2","all","Google Authentication Library: httplib2 transport","Apache-2.0"
"ii","python3-googleapi","1.7.11-3","all","Google APIs Client Library - Python 3.x","Apache-2.0 GPL-3+"
"ii","python3-gpg","1.13.1-7ubuntu2","amd64","Python interface to the GPGME GnuPG encryption library (Python 3)","GPL-2+ GPL-3+ LGPL-2+ LGPL-2.1+ LGPL-3+ LGPL-3+ or GPL-2+"
"ii","python3-grpcio","1.16.1-1ubuntu5","amd64","GRPC system (Python 3)","Apache-2.0 BSD-3-clause Expat GPL-2+ Zlib"
"ii","python3-html5lib","1.0.1-2","all","HTML parser/tokenizer based on the WHATWG HTML5 specification","See project repository"
"ii","python3-httplib2","0.14.0-1ubuntu1","all","comprehensive HTTP client library written for Python3","BSD-3 Expat GPL-2+ GPL-3+ LGPL-2.1+ MPL-1.1 MPL-1.1 or GPL-2+ or LGPL-2.1+"
"ii","python3-ibus-1.0","1.5.22-2ubuntu2.1","all","Intelligent Input Bus - introspection overrides for Python (Python 3)","GPL-2.0+ with autoconf exception GPL-3.0+ with autoconf exception ISC-Fujitsu ISC-Intel ISC-NCR ISC-Sun LGPL-2.0+ LGPL-2.1+ MIT permissive permissive-author-grant-attribution permissive-autoconf-m4 permissive-fsf-grant permissive-fsf-grant-attribution permissive-makefile-in"
"ii","python3-icu","2.4.2-0ubuntu3","amd64","Python 3 extension wrapping the ICU C++ API","MIT License"
"ii","python3-idna","2.8-1","all","Python IDNA2008 (RFC 5891) handling (Python 3)","BSD-3-clause PSF-2 Unicode"
"ii","python3-ifaddr","0.1.6-1","all","Pure Python implementation for detecting IP addresses","MIT"
"ii","python3-importlib-metadata","1.5.0-1","all","library to access the metadata for a Python package - Python 3.x","Apache-2"
"ii","python3-jwt","1.7.1-2ubuntu2","all","Python 3 implementation of JSON Web Token","Expat"
"ii","python3-keyring","18.0.1-2ubuntu1","all","store and access your passwords safely - Python 3 version of the package","Expat GPL-3 PSF-2 PSF-2 or Expat"
"ii","python3-launchpadlib","1.10.13-1","all","Launchpad web services client library (Python 3)","LGPL-3.0 LGPL-3.0+"
"ii","python3-lazr.restfulclient","0.14.2-2build1","all","client for lazr.restful-based web services (Python 3)","LGPL-3.0 LGPL-3.0+"
"ii","python3-lazr.uri","1.0.3-4build1","all","library for parsing, manipulating, and generating URIs","LGPL-3.0"
"ii","python3-ldb","2:2.0.10-0ubuntu0.20.04.2","amd64","Python 3 bindings for LDB","BSD-3 GPL-3.0+ ISC LGPL-3.0+ PostgreSQL"
"ii","python3-lib2to3","3.8.5-1~20.04.1","all","Interactive high-level object-oriented language (lib2to3)","GPL-compatible GPL-compatible licenses"
"ii","python3-louis","3.12.0-3","all","Python bindings for liblouis","GPL LGPL"
"ii","python3-lxml:amd64","4.5.0-1ubuntu0.2","amd64","pythonic binding for the libxml2 and libxslt libraries","GPL GPL2"
"ii","python3-macaroonbakery","1.3.1-1","all","Higher-level macaroon operations for Python 3","LGPL-3"
"ii","python3-magic","2:0.4.15-3","all","python3 interface to the libmagic file type identification library","BSD-2-Clause-alike MIT"
"ii","python3-mako","1.1.0+ds1-1ubuntu2","all","fast and lightweight templating for the Python 3 platform","BSD-3-clause Expat WTFPL"
"ii","python3-markdown","3.1.1-3","all","text-to-HTML conversion library/tool (Python 3 version)","BSD-3-clause etree13"
"ii","python3-markupsafe","1.1.0-1build2","amd64","HTML/XHTML/XML string library for Python 3","See project repository"
"ii","python3-minimal","3.8.2-0ubuntu2","amd64","minimal subset of the Python language (default python3 version)","GPL-compatible GPL-compatible licenses"
"ii","python3-monotonic","1.5-0ubuntu2","all","implementation of time.monotonic() - Python 3.x","Apache-2"
"ii","python3-more-itertools","4.2.0-1build1","all","library with routines for operating on iterables, beyond itertools (Python 3)","MIT-style"
"ii","python3-nacl","1.3.0-5","amd64","Python bindings to libsodium (Python 3)","Apache Expat ISC"
"ii","python3-netifaces","0.10.4-1ubuntu4","amd64","portable network interface information - Python 3.x","MIT-style"
"ii","python3-nose","1.3.7-5","all","test discovery and running for Python3 unittest","Expat LGPL public-domain"
"ii","python3-oauth2client","4.1.2-5","all","OAuth 2.0 client library - Python 3.x","Apache-2"
"ii","python3-oauthlib","3.1.0-1ubuntu2","all","generic, spec-compliant implementation of OAuth for Python3","BSD-3-clause"
"ii","python3-openssl","19.0.0-1build1","all","Python 3 wrapper around the OpenSSL library","Apache-2.0 public-domain"
"ii","python3-packaging","20.3-1","all","core utilities for python3 packages","Apache-2.0 BSD-3-clause"
"ii","python3-pam","0.4.2-13.2ubuntu8","amd64","Python interface to the PAM library","GPL-2"
"ii","python3-parted","3.11.2-11.1build1","amd64","Python 3 interface for libparted","GPL-2+"
"ii","python3-pexpect","4.6.0-1build1","all","Python 3 module for automating interactive applications","ISC"
"ii","python3-pil:amd64","7.0.0-4ubuntu0.2","amd64","Python Imaging Library (Python3)","See project repository"
"ii","python3-pip","20.0.2-5ubuntu1.1","all","Python package installer","Expat public-domain"
"ii","python3-pkg-resources","45.2.0-1","all","Package Discovery and Resource Access using pkg_resources","GPL-compatible GPL-compatible licenses"
"ii","python3-problem-report","2.20.11-0ubuntu27.14","all","Python 3 library to handle problem reports","GPL-2+"
"ii","python3-protobuf","3.6.1.3-2ubuntu5","amd64","Python 3 bindings for protocol buffers","Apache-2.0 BSD-3-Clause~Bloomberg BSD-3-Clause~Google BSD-3-Clause~RedHat Expat GPL-3 GPLWithACException Public-Domain Public-Domain or Expat"
"ii","python3-psutil","5.5.1-1ubuntu4","amd64","module providing convenience functions for managing processes (Python3)","BSD-3-clause"
"ii","python3-ptyprocess","0.6.0-1ubuntu1","all","Run a subprocess in a pseudo terminal from Python 3","ISC"
"ii","python3-pyasn1","0.4.2-3build1","all","ASN.1 library for Python (Python 3 module)","BSD-2-clause GPL-2+"
"ii","python3-pyasn1-modules","0.2.1-0.2build1","all","Collection of protocols modules written in ASN.1 language (Python 3)","BSD-2-Clause BSD-3-Clause"
"ii","python3-pyatspi","2.36.0-1","all","Assistive Technology Service Provider Interface - Python3 bindings","GPL-2 GPL-2+ LGPL-2 LGPL-2+ LGPL-2.1+ PSF"
"ii","python3-pycurl","7.43.0.2-1ubuntu5","amd64","Python bindings to libcurl (Python 3)","LGPL-2.1 MIT"
"ii","python3-pygments","2.3.1+dfsg-1ubuntu2","all","syntax highlighting package written in Python 3","Apache-2.0"
"ii","python3-pyinotify","0.9.6-1.2ubuntu1","all","simple Linux inotify Python bindings","Expat GPL-2"
"ii","python3-pymacaroons","0.13.0-3","all","Macaroon library for Python 3","Expat"
"ii","python3-pyparsing","2.4.6-1","all","alternative to creating and executing simple grammars - Python 3.x","BSD-2-clause BSD-3-clause Expat GPL-2 GPL-3 ellis-and-grant salvolainen"
"ii","python3-reportlab","3.5.34-1ubuntu1","all","ReportLab library to create PDF documents using Python3","GPL LGPL"
"ii","python3-reportlab-accel:amd64","3.5.34-1ubuntu1","amd64","C coded extension accelerator for the ReportLab Toolkit","GPL LGPL"
"ii","python3-requests","2.22.0-2ubuntu1","all","elegant and simple HTTP library for Python3, built for human beings","Apache"
"ii","python3-requests-unixsocket","0.2.0-2","all","Use requests to talk HTTP via a UNIX domain socket - Python 3.x","Apache-2"
"ii","python3-rfc3339","1.1-2","all","parser and generator of RFC 3339-compliant timestamps (Python 3)","MIT"
"ii","python3-rsa","4.0-3","all","Pure-Python RSA implementation (Python 3)","Apache-2.0"
"ii","python3-samba","2:4.11.6+dfsg-0ubuntu1.6","amd64","Python 3 bindings for Samba","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","python3-secretstorage","2.3.1-2ubuntu1","all","Python module for storing secrets - Python 3.x version","BSD-3-clause"
"ii","python3-setproctitle:amd64","1.1.10-1ubuntu1","amd64","Setproctitle implementation for Python 3","BSD-3-clause PostgreSQL"
"ii","python3-setuptools","45.2.0-1","all","Python3 Distutils Enhancements","GPL-compatible GPL-compatible licenses"
